item_code,item_name_ar,unit,year,month,price
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2009,1,88.36
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2009,2,88.34
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2009,3,88.19
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2009,4,86.91
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2009,5,81.56
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2009,6,80.41
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2009,7,80.41
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2009,8,79.86
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2009,9,79.81
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2009,10,79.58
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2009,11,78.42
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2009,12,77.69
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2010,1,77.6
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2010,2,77.74
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2010,3,77.54
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2010,4,76.42
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2010,5,76.89
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2010,6,76.94
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2010,7,76.65
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2010,8,76.3
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2010,9,76.29
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2010,10,76.14
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2010,11,76.36
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2010,12,76.07
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2011,1,76.79
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2011,2,77.81
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2011,3,78.36
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2011,4,78.49
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2011,5,78.49
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2011,6,78.48
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2011,7,78.24
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2011,8,78.14
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2011,9,78.66
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2011,10,78.33
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2011,11,77.69
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2011,12,78.16
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2012,1,78.27
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2012,2,78.17
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2012,3,78.27
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2012,4,78.17
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2012,5,78.27
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2012,6,78.06
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2012,7,77.7
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2012,8,77.79
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2012,9,78.28
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2012,10,78.24
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2012,11,78.15
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2012,12,78.33
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2013,1,78.27
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2013,2,78.6
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2013,3,78.7
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2013,4,79.14
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2013,5,79.3
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2013,6,78.84
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2013,7,78.34
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2013,8,78.99
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2013,9,79.06
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2013,10,78.77
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2013,11,79.22
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2013,12,79.08
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2014,1,81.42
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2014,2,83.39
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2014,3,84.82
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2014,4,86.17
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2014,5,87.37
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2014,6,87.23
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2014,7,88.45
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2014,8,89.73
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2014,9,91.13
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2014,10,93.09
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2014,11,93.98
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2014,12,93.78
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2015,1,94.25
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2015,2,93.7
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2015,3,93.06
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2015,4,92.38
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2015,5,91.65
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2015,6,91.22
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2015,7,90.27
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2015,8,90.14
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2015,9,89.59
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2015,10,88.12
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2015,11,87.07
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2015,12,86.41
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2016,1,85.13
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2016,2,85.3
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2016,3,83.63
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2016,4,82.03
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2016,5,81.78
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2016,6,80.78
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2016,7,80.88
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2016,8,80.55
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2016,9,80.18
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2016,10,79.89
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2016,11,79.28
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2016,12,79.35
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2017,1,81.24
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2017,2,81.15
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2017,3,81.09
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2017,4,80.96
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2017,5,80.39
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2017,6,80.55
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2017,7,80.66
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2017,8,80.09
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2017,9,80.55
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2017,10,80.07
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2017,11,80.06
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2017,12,80.32
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2018,1,84.27
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2018,2,83.29
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2018,3,83.41
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2018,4,83.2
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2018,5,83.9
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2018,6,84.2
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2018,7,84.46
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2018,8,83.82
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2018,9,84.24
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2018,10,84.09
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2018,11,83.43
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2018,12,82.84
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2019,1,83.44
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2019,2,83.09
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2019,3,83.59
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2019,4,83.8
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2019,5,83.53
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2019,6,83.83
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2019,7,84.22
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2019,8,84.5
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2019,9,84.7
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2019,10,84.57
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2019,11,84.27
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2019,12,84.49
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2020,1,84.86
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2020,2,84.75
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2020,3,84.87
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2020,4,84.77
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2020,5,84.86
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2020,6,84.8
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2020,7,93.05
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2020,8,93.26
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2020,9,92.59
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2020,10,92.74
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2020,11,91.59
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2020,12,91.56
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2021,1,91.62
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2021,2,91.76
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2021,3,91.54
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2021,4,90.76
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2021,5,91.51
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2021,6,90.93
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2021,7,90.32
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2021,8,90.86
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2021,9,91.2
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2021,10,91.49
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2021,11,91.85
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2021,12,91.26
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2022,1,90.69
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2022,2,90.22
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2022,3,90.39
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2022,4,90.04
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2022,5,90.1
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2022,6,91.95
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2022,7,91.45
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2022,8,92.44
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2022,9,91.84
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2022,10,92.82
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2022,11,91.83
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2022,12,93.05
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2023,1,92.47
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2023,2,92.29
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2023,3,92.23
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2023,4,94.01
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2023,5,93.1
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2023,6,95.2
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2023,7,95.67
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2023,8,97.65
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2023,9,99.24
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2023,10,98.97
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2023,11,98.75
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2023,12,99.71
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2024,1,98.1
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2024,2,98.12
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2024,3,99.05
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2024,4,99.57
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2024,5,99.75
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2024,6,98.7
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2024,7,99.23
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2024,8,98.31
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2024,9,98.63
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2024,10,98.59
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2024,11,99.33
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2024,12,97.64
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2025,1,97.9
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2025,2,97.73
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2025,3,96.86
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2025,4,95.88
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2025,5,96.35
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2025,6,94.96
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2025,7,96.75
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2025,8,95.62
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2025,9,95.81
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2025,10,96.36
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2025,11,96.7
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2025,12,95.52
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2026,1,95.66
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2026,2,93.67
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2026,3,95.09
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2026,4,94.88
01.1.1.1.2.01,أرز بسمتي أبيض هندي (المهيدب),10 كجم,2026,5,94.57
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2009,1,76.71
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2009,2,76.54
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2009,3,76.52
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2009,4,76.26
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2009,5,70.81
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2009,6,69.34
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2009,7,67.92
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2009,8,66.35
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2009,9,65.96
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2009,10,65.2
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2009,11,64.47
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2009,12,62.35
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2010,1,61.87
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2010,2,62.13
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2010,3,61.66
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2010,4,61.21
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2010,5,61.27
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2010,6,61.21
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2010,7,60.37
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2010,8,58.23
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2010,9,57.52
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2010,10,56.96
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2010,11,56.79
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2010,12,56.53
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2011,1,57.46
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2011,2,58.11
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2011,3,58.2
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2011,4,57.87
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2011,5,57.92
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2011,6,58.11
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2011,7,57.61
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2011,8,57.47
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2011,9,58.08
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2011,10,57.95
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2011,11,57.85
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2011,12,57.8
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2012,1,57.45
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2012,2,57.43
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2012,3,57.46
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2012,4,57.08
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2012,5,57.07
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2012,6,56.99
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2012,7,56.28
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2012,8,56.59
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2012,9,56.53
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2012,10,56.61
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2012,11,56.59
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2012,12,56.3
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2013,1,56.77
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2013,2,58.21
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2013,3,61.09
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2013,4,65.5
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2013,5,68.04
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2013,6,68.61
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2013,7,68.02
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2013,8,69.56
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2013,9,70.41
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2013,10,70.48
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2013,11,70.28
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2013,12,71.12
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2014,1,73.28
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2014,2,74.42
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2014,3,74.84
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2014,4,75.27
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2014,5,75.8
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2014,6,76.05
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2014,7,77.16
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2014,8,78.08
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2014,9,78.66
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2014,10,78.74
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2014,11,78.24
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2014,12,78.42
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2015,1,78.49
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2015,2,78.73
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2015,3,78.01
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2015,4,77.79
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2015,5,77.01
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2015,6,76.39
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2015,7,75.23
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2015,8,74.63
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2015,9,73.74
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2015,10,72.14
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2015,11,71.15
01.1.1.1.2.02,أرز مزة هندي (أبو كاس),10 كجم,2015,12,69.81
